,Mouse,Amplitude,Miniscope,TimeBin,SleepState,Proportion,Sleep
1,Ca_EEG2-3,1.5mA,Miniscope,21.0,nrem,44.09317803660566,sleep
2,Ca_EEG2-3,1.5mA,Miniscope,21.0,rem,3.826955074875208,sleep
0,Ca_EEG2-3,1.5mA,Miniscope,22.0,wake,61.89683860232945,wake
1,Ca_EEG2-3,1.5mA,Miniscope,22.0,nrem,32.4459234608985,sleep
2,Ca_EEG2-3,1.5mA,Miniscope,22.0,rem,5.657237936772046,sleep
0,Ca_EEG2-3,1.5mA,Miniscope,23.0,wake,57.07154742096506,wake
1,Ca_EEG2-3,1.5mA,Miniscope,23.0,nrem,40.099833610648915,sleep
2,Ca_EEG2-3,1.5mA,Miniscope,23.0,rem,2.828618968386023,sleep
0,Ca_EEG3-1,0.25mA,Miniscope,0.0,wake,58.23627287853578,wake
1,Ca_EEG3-1,0.25mA,Miniscope,0.0,nrem,39.10149750415973,sleep
2,Ca_EEG3-1,0.25mA,Miniscope,0.0,rem,2.6622296173044924,sleep
0,Ca_EEG3-1,0.25mA,Miniscope,1.0,nrem,76.37271214642263,sleep
1,Ca_EEG3-1,0.25mA,Miniscope,1.0,wake,15.973377703826955,wake
2,Ca_EEG3-1,0.25mA,Miniscope,1.0,rem,7.653910149750416,sleep
0,Ca_EEG3-1,0.25mA,Miniscope,2.0,nrem,71.54742096505824,sleep
1,Ca_EEG3-1,0.25mA,Miniscope,2.0,wake,18.302828618968388,wake
2,Ca_EEG3-1,0.25mA,Miniscope,2.0,rem,10.149750415973378,sleep
0,Ca_EEG3-1,0.25mA,Miniscope,3.0,wake,72.04658901830283,wake
1,Ca_EEG3-1,0.25mA,Miniscope,3.0,nrem,22.462562396006653,sleep
2,Ca_EEG3-1,0.25mA,Miniscope,3.0,rem,5.490848585690515,sleep
0,Ca_EEG3-1,0.25mA,Miniscope,4.0,nrem,69.7171381031614,sleep
1,Ca_EEG3-1,0.25mA,Miniscope,4.0,wake,25.124792013311147,wake
2,Ca_EEG3-1,0.25mA,Miniscope,4.0,rem,5.158069883527454,sleep
0,Ca_EEG3-1,0.25mA,Miniscope,5.0,wake,64.13255360623782,wake
1,Ca_EEG3-1,0.25mA,Miniscope,5.0,nrem,30.214424951267056,sleep
2,Ca_EEG3-1,0.25mA,Miniscope,5.0,rem,5.653021442495127,sleep
0,Ca_EEG3-1,0.25mA,Miniscope,6.0,wake,49.832214765100666,wake
1,Ca_EEG3-1,0.25mA,Miniscope,6.0,nrem,44.63087248322148,sleep
2,Ca_EEG3-1,0.25mA,Miniscope,6.0,rem,5.5369127516778525,sleep
0,Ca_EEG3-1,0.25mA,Miniscope,7.0,nrem,72.04658901830283,sleep
1,Ca_EEG3-1,0.25mA,Miniscope,7.0,wake,14.309484193011649,wake
2,Ca_EEG3-1,0.25mA,Miniscope,7.0,rem,13.643926788685523,sleep
0,Ca_EEG3-1,0.25mA,Miniscope,8.0,wake,68.05324459234609,wake
1,Ca_EEG3-1,0.25mA,Miniscope,8.0,nrem,30.116472545757073,sleep
2,Ca_EEG3-1,0.25mA,Miniscope,8.0,rem,1.8302828618968388,sleep
0,Ca_EEG3-1,0.25mA,Miniscope,9.0,nrem,70.88186356073211,sleep
1,Ca_EEG3-1,0.25mA,Miniscope,9.0,wake,20.632279534109816,wake
2,Ca_EEG3-1,0.25mA,Miniscope,9.0,rem,8.48585690515807,sleep
0,Ca_EEG3-1,0.25mA,Miniscope,10.0,nrem,47.25457570715474,sleep
1,Ca_EEG3-1,0.25mA,Miniscope,10.0,wake,43.92678868552412,wake
2,Ca_EEG3-1,0.25mA,Miniscope,10.0,rem,8.818635607321132,sleep
0,Ca_EEG3-1,0.25mA,Miniscope,11.0,wake,56.57237936772047,wake
1,Ca_EEG3-1,0.25mA,Miniscope,11.0,nrem,38.60232945091514,sleep
2,Ca_EEG3-1,0.25mA,Miniscope,11.0,rem,4.825291181364393,sleep
0,Ca_EEG3-1,0.25mA,Miniscope,12.0,wake,85.52412645590682,wake
1,Ca_EEG3-1,0.25mA,Miniscope,12.0,nrem,13.14475873544093,sleep
2,Ca_EEG3-1,0.25mA,Miniscope,12.0,rem,1.3311148086522462,sleep
0,Ca_EEG3-1,0.25mA,Miniscope,13.0,wake,69.38435940099833,wake
1,Ca_EEG3-1,0.25mA,Miniscope,13.0,nrem,29.11813643926789,sleep
2,Ca_EEG3-1,0.25mA,Miniscope,13.0,rem,1.497504159733777,sleep
0,Ca_EEG3-1,0.25mA,Miniscope,14.0,wake,83.86023294509151,wake
1,Ca_EEG3-1,0.25mA,Miniscope,14.0,nrem,15.973377703826955,sleep
2,Ca_EEG3-1,0.25mA,Miniscope,14.0,rem,0.16638935108153077,sleep
0,Ca_EEG3-1,0.25mA,Miniscope,15.0,wake,96.33943427620633,wake
1,Ca_EEG3-1,0.25mA,Miniscope,15.0,nrem,3.494176372712146,sleep
2,Ca_EEG3-1,0.25mA,Miniscope,15.0,rem,0.16638935108153077,sleep
0,Ca_EEG3-1,0.25mA,Miniscope,16.0,wake,92.5124792013311,wake
1,Ca_EEG3-1,0.25mA,Miniscope,16.0,nrem,7.487520798668886,sleep
2,Ca_EEG3-1,0.25mA,Miniscope,16.0,rem,0.0,sleep
0,Ca_EEG3-1,0.25mA,Miniscope,17.0,wake,71.54742096505824,wake
1,Ca_EEG3-1,0.25mA,Miniscope,17.0,nrem,26.28951747088186,sleep
2,Ca_EEG3-1,0.25mA,Miniscope,17.0,rem,2.1630615640599005,sleep
0,Ca_EEG3-1,0.25mA,Miniscope,18.0,wake,89.01830282861897,wake
1,Ca_EEG3-1,0.25mA,Miniscope,18.0,nrem,10.482529118136439,sleep
2,Ca_EEG3-1,0.25mA,Miniscope,18.0,rem,0.49916805324459235,sleep
0,Ca_EEG3-1,0.25mA,Miniscope,19.0,wake,100.0,wake
1,Ca_EEG3-1,0.25mA,Miniscope,19.0,nrem,0.0,sleep
2,Ca_EEG3-1,0.25mA,Miniscope,19.0,rem,0.0,sleep
0,Ca_EEG3-1,0.25mA,Miniscope,20.0,nrem,75.87354409317804,sleep
1,Ca_EEG3-1,0.25mA,Miniscope,20.0,wake,17.637271214642265,wake
2,Ca_EEG3-1,0.25mA,Miniscope,20.0,rem,6.4891846921797,sleep
0,Ca_EEG3-1,0.25mA,Miniscope,21.0,nrem,55.74043261231281,sleep
1,Ca_EEG3-1,0.25mA,Miniscope,21.0,wake,38.60232945091514,wake
2,Ca_EEG3-1,0.25mA,Miniscope,21.0,rem,5.657237936772046,sleep
0,Ca_EEG3-1,0.25mA,Miniscope,22.0,wake,71.71381031613977,wake
1,Ca_EEG3-1,0.25mA,Miniscope,22.0,nrem,27.620632279534107,sleep
2,Ca_EEG3-1,0.25mA,Miniscope,22.0,rem,0.6655574043261231,sleep
0,Ca_EEG3-1,0.25mA,Miniscope,23.0,nrem,50.41597337770383,sleep
1,Ca_EEG3-1,0.25mA,Miniscope,23.0,wake,43.92678868552412,wake
2,Ca_EEG3-1,0.25mA,Miniscope,23.0,rem,5.657237936772046,sleep
0,Ca_EEG3-2,0.25mA,Miniscope,0.0,nrem,64.891846921797,sleep
1,Ca_EEG3-2,0.25mA,Miniscope,0.0,wake,25.9567387687188,wake
2,Ca_EEG3-2,0.25mA,Miniscope,0.0,rem,9.151414309484194,sleep
0,Ca_EEG3-2,0.25mA,Miniscope,1.0,nrem,81.03161397670549,sleep
1,Ca_EEG3-2,0.25mA,Miniscope,1.0,rem,11.480865224625623,sleep
2,Ca_EEG3-2,0.25mA,Miniscope,1.0,wake,7.487520798668886,wake
0,Ca_EEG3-2,0.25mA,Miniscope,2.0,wake,65.64885496183206,wake
1,Ca_EEG3-2,0.25mA,Miniscope,2.0,nrem,34.160305343511446,sleep
2,Ca_EEG3-2,0.25mA,Miniscope,2.0,rem,0.19083969465648853,sleep
0,Ca_EEG3-2,0.25mA,Miniscope,3.0,nrem,73.04492512479202,sleep
1,Ca_EEG3-2,0.25mA,Miniscope,3.0,wake,16.472545757071547,wake
2,Ca_EEG3-2,0.25mA,Miniscope,3.0,rem,10.482529118136439,sleep
0,Ca_EEG3-2,0.25mA,Miniscope,4.0,nrem,69.55074875207987,sleep
1,Ca_EEG3-2,0.25mA,Miniscope,4.0,wake,19.30116472545757,wake
2,Ca_EEG3-2,0.25mA,Miniscope,4.0,rem,11.148086522462561,sleep
0,Ca_EEG3-2,0.25mA,Miniscope,5.0,nrem,56.57237936772047,sleep
1,Ca_EEG3-2,0.25mA,Miniscope,5.0,wake,31.78036605657238,wake
2,Ca_EEG3-2,0.25mA,Miniscope,5.0,rem,11.647254575707153,sleep
0,Ca_EEG3-2,0.25mA,Miniscope,6.0,nrem,69.21797004991681,sleep
1,Ca_EEG3-2,0.25mA,Miniscope,6.0,wake,21.630615640599,wake
2,Ca_EEG3-2,0.25mA,Miniscope,6.0,rem,9.151414309484194,sleep
0,Ca_EEG3-2,0.25mA,Miniscope,7.0,nrem,49.25124792013311,sleep
1,Ca_EEG3-2,0.25mA,Miniscope,7.0,wake,44.42595673876872,wake
2,Ca_EEG3-2,0.25mA,Miniscope,7.0,rem,6.322795341098169,sleep
0,Ca_EEG3-2,0.25mA,Miniscope,8.0,nrem,73.21131447587355,sleep
1,Ca_EEG3-2,0.25mA,Miniscope,8.0,rem,15.474209650582363,sleep
2,Ca_EEG3-2,0.25mA,Miniscope,8.0,wake,11.314475873544092,wake
0,Ca_EEG3-2,0.25mA,Miniscope,9.0,wake,49.750415973377706,wake
1,Ca_EEG3-2,0.25mA,Miniscope,9.0,nrem,40.59900166389351,sleep
2,Ca_EEG3-2,0.25mA,Miniscope,9.0,rem,9.650582362728786,sleep
0,Ca_EEG3-2,0.25mA,Miniscope,10.0,nrem,65.22462562396007,sleep
1,Ca_EEG3-2,0.25mA,Miniscope,10.0,wake,26.12312811980033,wake
2,Ca_EEG3-2,0.25mA,Miniscope,10.0,rem,8.652246256239602,sleep
0,Ca_EEG3-2,0.25mA,Miniscope,11.0,wake,47.920133111480865,wake
1,Ca_EEG3-2,0.25mA,Miniscope,11.0,nrem,47.088186356073216,sleep
2,Ca_EEG3-2,0.25mA,Miniscope,11.0,rem,4.9916805324459235,sleep
0,Ca_EEG3-2,0.25mA,Miniscope,12.0,wake,67.38768718801997,wake
1,Ca_EEG3-2,0.25mA,Miniscope,12.0,nrem,32.61231281198003,sleep
2,Ca_EEG3-2,0.25mA,Miniscope,12.0,rem,0.0,sleep
0,Ca_EEG3-2,0.25mA,Miniscope,13.0,wake,71.54742096505824,wake
1,Ca_EEG3-2,0.25mA,Miniscope,13.0,nrem,27.787021630615637,sleep
2,Ca_EEG3-2,0.25mA,Miniscope,13.0,rem,0.6655574043261231,sleep
0,Ca_EEG3-2,0.25mA,Miniscope,14.0,wake,66.38935108153078,wake
1,Ca_EEG3-2,0.25mA,Miniscope,14.0,nrem,31.61397670549085,sleep
2,Ca_EEG3-2,0.25mA,Miniscope,14.0,rem,1.9966722129783694,sleep
0,Ca_EEG3-2,0.25mA,Miniscope,15.0,wake,90.34941763727122,wake
1,Ca_EEG3-2,0.25mA,Miniscope,15.0,nrem,9.484193011647255,sleep
2,Ca_EEG3-2,0.25mA,Miniscope,15.0,rem,0.16638935108153077,sleep
0,Ca_EEG3-2,0.25mA,Miniscope,16.0,nrem,60.39933444259567,sleep
1,Ca_EEG3-2,0.25mA,Miniscope,16.0,wake,37.770382695507486,wake
2,Ca_EEG3-2,0.25mA,Miniscope,16.0,rem,1.8302828618968388,sleep
0,Ca_EEG3-2,0.25mA,Miniscope,17.0,wake,66.72212978369384,wake
1,Ca_EEG3-2,0.25mA,Miniscope,17.0,nrem,24.792013311148086,sleep
2,Ca_EEG3-2,0.25mA,Miniscope,17.0,rem,8.48585690515807,sleep
0,Ca_EEG3-2,0.25mA,Miniscope,18.0,wake,62.89517470881864,wake
1,Ca_EEG3-2,0.25mA,Miniscope,18.0,nrem,37.10482529118136,sleep
2,Ca_EEG3-2,0.25mA,Miniscope,18.0,rem,0.0,sleep
0,Ca_EEG3-2,0.25mA,Miniscope,19.0,nrem,73.87687188019967,sleep
1,Ca_EEG3-2,0.25mA,Miniscope,19.0,wake,16.139767054908486,wake
2,Ca_EEG3-2,0.25mA,Miniscope,19.0,rem,9.983361064891847,sleep
0,Ca_EEG3-2,0.25mA,Miniscope,20.0,wake,49.25124792013311,wake
1,Ca_EEG3-2,0.25mA,Miniscope,20.0,nrem,47.088186356073216,sleep
2,Ca_EEG3-2,0.25mA,Miniscope,20.0,rem,3.6605657237936775,sleep
0,Ca_EEG3-2,0.25mA,Miniscope,21.0,wake,68.05324459234609,wake
1,Ca_EEG3-2,0.25mA,Miniscope,21.0,nrem,26.455906821963392,sleep
2,Ca_EEG3-2,0.25mA,Miniscope,21.0,rem,5.490848585690515,sleep
0,Ca_EEG3-2,0.25mA,Miniscope,22.0,wake,54.24292845257903,wake
1,Ca_EEG3-2,0.25mA,Miniscope,22.0,nrem,42.76206322795341,sleep
2,Ca_EEG3-2,0.25mA,Miniscope,22.0,rem,2.995008319467554,sleep
0,Ca_EEG3-2,0.25mA,Miniscope,23.0,wake,51.9134775374376,wake
1,Ca_EEG3-2,0.25mA,Miniscope,23.0,nrem,42.26289517470882,sleep
2,Ca_EEG3-2,0.25mA,Miniscope,23.0,rem,5.823627287853577,sleep
0,Ca_EEG3-3,0.25mA,Miniscope,0.0,nrem,74.37603993344426,sleep
1,Ca_EEG3-3,0.25mA,Miniscope,0.0,wake,16.306156405990016,wake
2,Ca_EEG3-3,0.25mA,Miniscope,0.0,rem,9.317803660565724,sleep
0,Ca_EEG3-3,0.25mA,Miniscope,1.0,nrem,57.237936772046595,sleep
1,Ca_EEG3-3,0.25mA,Miniscope,1.0,wake,35.60732113144759,wake
2,Ca_EEG3-3,0.25mA,Miniscope,1.0,rem,7.154742096505824,sleep
0,Ca_EEG3-3,0.25mA,Miniscope,2.0,wake,51.41430948419301,wake
1,Ca_EEG3-3,0.25mA,Miniscope,2.0,nrem,42.92845257903494,sleep
2,Ca_EEG3-3,0.25mA,Miniscope,2.0,rem,5.657237936772046,sleep
0,Ca_EEG3-3,0.25mA,Miniscope,3.0,nrem,85.52412645590682,sleep
1,Ca_EEG3-3,0.25mA,Miniscope,3.0,rem,9.816971713810316,sleep
2,Ca_EEG3-3,0.25mA,Miniscope,3.0,wake,4.658901830282862,wake
0,Ca_EEG3-3,0.25mA,Miniscope,4.0,nrem,74.04326123128119,sleep
1,Ca_EEG3-3,0.25mA,Miniscope,4.0,wake,17.637271214642265,wake
2,Ca_EEG3-3,0.25mA,Miniscope,4.0,rem,8.319467554076539,sleep
0,Ca_EEG3-3,0.25mA,Miniscope,5.0,nrem,61.78707224334601,sleep
1,Ca_EEG3-3,0.25mA,Miniscope,5.0,wake,32.50950570342205,wake
2,Ca_EEG3-3,0.25mA,Miniscope,5.0,rem,5.7034220532319395,sleep
0,Ca_EEG3-3,0.25mA,Miniscope,6.0,nrem,68.32412523020258,sleep
1,Ca_EEG3-3,0.25mA,Miniscope,6.0,wake,27.808471454880294,wake
2,Ca_EEG3-3,0.25mA,Miniscope,6.0,rem,3.867403314917127,sleep
0,Ca_EEG3-3,0.25mA,Miniscope,7.0,nrem,80.0332778702163,sleep
1,Ca_EEG3-3,0.25mA,Miniscope,7.0,rem,11.647254575707153,sleep
2,Ca_EEG3-3,0.25mA,Miniscope,7.0,wake,8.319467554076539,wake
0,Ca_EEG3-3,0.25mA,Miniscope,8.0,nrem,57.90349417637272,sleep
1,Ca_EEG3-3,0.25mA,Miniscope,8.0,wake,34.109816971713805,wake
2,Ca_EEG3-3,0.25mA,Miniscope,8.0,rem,7.9866888519134775,sleep
0,Ca_EEG3-3,0.25mA,Miniscope,9.0,nrem,82.36272878535775,sleep
1,Ca_EEG3-3,0.25mA,Miniscope,9.0,rem,10.482529118136439,sleep
2,Ca_EEG3-3,0.25mA,Miniscope,9.0,wake,7.154742096505824,wake
0,Ca_EEG3-3,0.25mA,Miniscope,10.0,nrem,55.74043261231281,sleep
1,Ca_EEG3-3,0.25mA,Miniscope,10.0,wake,40.93178036605657,wake
2,Ca_EEG3-3,0.25mA,Miniscope,10.0,rem,3.3277870216306153,sleep
0,Ca_EEG3-3,0.25mA,Miniscope,11.0,wake,51.9134775374376,wake
1,Ca_EEG3-3,0.25mA,Miniscope,11.0,nrem,45.92346089850249,sleep
2,Ca_EEG3-3,0.25mA,Miniscope,11.0,rem,2.1630615640599005,sleep
0,Ca_EEG3-3,0.25mA,Miniscope,12.0,wake,79.53410981697171,wake
1,Ca_EEG3-3,0.25mA,Miniscope,12.0,nrem,20.465890183028286,sleep
2,Ca_EEG3-3,0.25mA,Miniscope,12.0,rem,0.0,sleep
0,Ca_EEG3-3,0.25mA,Miniscope,13.0,wake,67.0549084858569,wake
1,Ca_EEG3-3,0.25mA,Miniscope,13.0,nrem,30.615640599001665,sleep
2,Ca_EEG3-3,0.25mA,Miniscope,13.0,rem,2.329450915141431,sleep
0,Ca_EEG3-3,0.25mA,Miniscope,14.0,wake,59.23460898502496,wake
1,Ca_EEG3-3,0.25mA,Miniscope,14.0,nrem,40.432612312811976,sleep
2,Ca_EEG3-3,0.25mA,Miniscope,14.0,rem,0.33277870216306155,sleep
0,Ca_EEG3-3,0.25mA,Miniscope,15.0,wake,74.70881863560732,wake
1,Ca_EEG3-3,0.25mA,Miniscope,15.0,nrem,25.124792013311147,sleep
2,Ca_EEG3-3,0.25mA,Miniscope,15.0,rem,0.16638935108153077,sleep
0,Ca_EEG3-3,0.25mA,Miniscope,16.0,wake,79.70049916805324,wake
1,Ca_EEG3-3,0.25mA,Miniscope,16.0,nrem,20.299500831946755,sleep
2,Ca_EEG3-3,0.25mA,Miniscope,16.0,rem,0.0,sleep
0,Ca_EEG3-3,0.25mA,Miniscope,17.0,wake,59.73377703826955,wake
1,Ca_EEG3-3,0.25mA,Miniscope,17.0,nrem,39.93344425956739,sleep
2,Ca_EEG3-3,0.25mA,Miniscope,17.0,rem,0.33277870216306155,sleep
0,Ca_EEG3-3,0.25mA,Miniscope,18.0,nrem,50.91514143094842,sleep
1,Ca_EEG3-3,0.25mA,Miniscope,18.0,wake,45.92346089850249,wake
2,Ca_EEG3-3,0.25mA,Miniscope,18.0,rem,3.1613976705490847,sleep
0,Ca_EEG3-3,0.25mA,Miniscope,19.0,wake,65.89018302828619,wake
1,Ca_EEG3-3,0.25mA,Miniscope,19.0,nrem,33.777038269550744,sleep
2,Ca_EEG3-3,0.25mA,Miniscope,19.0,rem,0.33277870216306155,sleep
0,Ca_EEG3-3,0.25mA,Miniscope,20.0,nrem,53.91014975041597,sleep
1,Ca_EEG3-3,0.25mA,Miniscope,20.0,wake,42.26289517470882,wake
2,Ca_EEG3-3,0.25mA,Miniscope,20.0,rem,3.826955074875208,sleep
0,Ca_EEG3-3,0.25mA,Miniscope,21.0,wake,87.68718801996673,wake
1,Ca_EEG3-3,0.25mA,Miniscope,21.0,nrem,12.312811980033278,sleep
2,Ca_EEG3-3,0.25mA,Miniscope,21.0,rem,0.0,sleep
0,Ca_EEG3-3,0.25mA,Miniscope,22.0,wake,65.72379367720465,wake
1,Ca_EEG3-3,0.25mA,Miniscope,22.0,nrem,30.116472545757073,sleep
2,Ca_EEG3-3,0.25mA,Miniscope,22.0,rem,4.159733777038269,sleep
0,Ca_EEG3-3,0.25mA,Miniscope,23.0,wake,82.36272878535775,wake
1,Ca_EEG3-3,0.25mA,Miniscope,23.0,nrem,17.637271214642265,sleep
2,Ca_EEG3-3,0.25mA,Miniscope,23.0,rem,0.0,sleep
0,Ca_EEG3-4,0.25mA,Miniscope,0.0,wake,70.38269550748753,wake
1,Ca_EEG3-4,0.25mA,Miniscope,0.0,nrem,28.1198003327787,sleep
2,Ca_EEG3-4,0.25mA,Miniscope,0.0,rem,1.497504159733777,sleep
0,Ca_EEG3-4,0.25mA,Miniscope,1.0,nrem,71.875,sleep
1,Ca_EEG3-4,0.25mA,Miniscope,1.0,rem,15.277777777777779,sleep
2,Ca_EEG3-4,0.25mA,Miniscope,1.0,wake,12.847222222222221,wake
0,Ca_EEG3-4,0.25mA,Miniscope,2.0,wake,90.15444015444015,wake
1,Ca_EEG3-4,0.25mA,Miniscope,2.0,nrem,9.073359073359073,sleep
2,Ca_EEG3-4,0.25mA,Miniscope,2.0,rem,0.7722007722007722,sleep
0,Ca_EEG3-4,0.25mA,Miniscope,3.0,nrem,60.06655574043261,sleep
1,Ca_EEG3-4,0.25mA,Miniscope,3.0,wake,24.459234608985025,wake
2,Ca_EEG3-4,0.25mA,Miniscope,3.0,rem,15.474209650582363,sleep
0,Ca_EEG3-4,0.25mA,Miniscope,4.0,nrem,59.23460898502496,sleep
1,Ca_EEG3-4,0.25mA,Miniscope,4.0,wake,24.792013311148086,wake
2,Ca_EEG3-4,0.25mA,Miniscope,4.0,rem,15.973377703826955,sleep
0,Ca_EEG3-4,0.25mA,Miniscope,5.0,wake,53.74376039933444,wake
1,Ca_EEG3-4,0.25mA,Miniscope,5.0,nrem,37.437603993344425,sleep
2,Ca_EEG3-4,0.25mA,Miniscope,5.0,rem,8.818635607321132,sleep
0,Ca_EEG3-4,0.25mA,Miniscope,6.0,nrem,64.55906821963394,sleep
1,Ca_EEG3-4,0.25mA,Miniscope,6.0,rem,21.630615640599,sleep
2,Ca_EEG3-4,0.25mA,Miniscope,6.0,wake,13.810316139767053,wake
0,Ca_EEG3-4,0.25mA,Miniscope,7.0,nrem,56.57237936772047,sleep
1,Ca_EEG3-4,0.25mA,Miniscope,7.0,wake,22.961730449251245,wake
2,Ca_EEG3-4,0.25mA,Miniscope,7.0,rem,20.465890183028286,sleep
0,Ca_EEG3-4,0.25mA,Miniscope,8.0,wake,55.40765391014975,wake
1,Ca_EEG3-4,0.25mA,Miniscope,8.0,nrem,29.61730449251248,sleep
2,Ca_EEG3-4,0.25mA,Miniscope,8.0,rem,14.975041597337771,sleep
0,Ca_EEG3-4,0.25mA,Miniscope,9.0,nrem,51.58069883527454,sleep
1,Ca_EEG3-4,0.25mA,Miniscope,9.0,wake,33.11148086522462,wake
2,Ca_EEG3-4,0.25mA,Miniscope,9.0,rem,15.307820299500833,sleep
0,Ca_EEG3-4,0.25mA,Miniscope,10.0,nrem,57.237936772046595,sleep
1,Ca_EEG3-4,0.25mA,Miniscope,10.0,wake,25.124792013311147,wake
2,Ca_EEG3-4,0.25mA,Miniscope,10.0,rem,17.637271214642265,sleep
0,Ca_EEG3-4,0.25mA,Miniscope,11.0,wake,55.24126455906821,wake
1,Ca_EEG3-4,0.25mA,Miniscope,11.0,nrem,32.27953410981697,sleep
2,Ca_EEG3-4,0.25mA,Miniscope,11.0,rem,12.479201331114808,sleep
0,Ca_EEG3-4,0.25mA,Miniscope,12.0,wake,97.00499168053244,wake
1,Ca_EEG3-4,0.25mA,Miniscope,12.0,nrem,1.6638935108153077,sleep
2,Ca_EEG3-4,0.25mA,Miniscope,12.0,rem,1.3311148086522462,sleep
0,Ca_EEG3-4,0.25mA,Miniscope,13.0,wake,59.23460898502496,wake
1,Ca_EEG3-4,0.25mA,Miniscope,13.0,nrem,34.60898502495841,sleep
2,Ca_EEG3-4,0.25mA,Miniscope,13.0,rem,6.156405990016639,sleep
0,Ca_EEG3-4,0.25mA,Miniscope,14.0,wake,100.0,wake
1,Ca_EEG3-4,0.25mA,Miniscope,14.0,nrem,0.0,sleep
2,Ca_EEG3-4,0.25mA,Miniscope,14.0,rem,0.0,sleep
0,Ca_EEG3-4,0.25mA,Miniscope,15.0,wake,90.51580698835274,wake
1,Ca_EEG3-4,0.25mA,Miniscope,15.0,nrem,9.484193011647255,sleep
2,Ca_EEG3-4,0.25mA,Miniscope,15.0,rem,0.0,sleep
0,Ca_EEG3-4,0.25mA,Miniscope,16.0,wake,76.53910149750416,wake
1,Ca_EEG3-4,0.25mA,Miniscope,16.0,nrem,20.798668885191347,sleep
2,Ca_EEG3-4,0.25mA,Miniscope,16.0,rem,2.6622296173044924,sleep
0,Ca_EEG3-4,0.25mA,Miniscope,17.0,wake,98.00332778702163,wake
1,Ca_EEG3-4,0.25mA,Miniscope,17.0,nrem,1.8302828618968388,sleep
2,Ca_EEG3-4,0.25mA,Miniscope,17.0,rem,0.16638935108153077,sleep
0,Ca_EEG3-4,0.25mA,Miniscope,18.0,nrem,50.0,sleep
