,Mouse,Amplitude,Miniscope,TimeBin,SleepState,Proportion,Sleep
1,Ca_EEG3-4,0.25mA,Miniscope,18.0,wake,43.103448275862064,wake
2,Ca_EEG3-4,0.25mA,Miniscope,18.0,rem,6.896551724137931,sleep
0,Ca_EEG3-4,0.25mA,Miniscope,19.0,nrem,49.417637271214645,sleep
1,Ca_EEG3-4,0.25mA,Miniscope,19.0,wake,41.597337770382694,wake
2,Ca_EEG3-4,0.25mA,Miniscope,19.0,rem,8.985024958402663,sleep
0,Ca_EEG3-4,0.25mA,Miniscope,20.0,wake,65.55740432612312,wake
1,Ca_EEG3-4,0.25mA,Miniscope,20.0,nrem,26.12312811980033,sleep
2,Ca_EEG3-4,0.25mA,Miniscope,20.0,rem,8.319467554076539,sleep
0,Ca_EEG3-4,0.25mA,Miniscope,21.0,nrem,67.55407653910149,sleep
1,Ca_EEG3-4,0.25mA,Miniscope,21.0,wake,21.96339434276206,wake
2,Ca_EEG3-4,0.25mA,Miniscope,21.0,rem,10.482529118136439,sleep
0,Ca_EEG3-4,0.25mA,Miniscope,22.0,wake,55.631399317406135,wake
1,Ca_EEG3-4,0.25mA,Miniscope,22.0,nrem,34.470989761092156,sleep
2,Ca_EEG3-4,0.25mA,Miniscope,22.0,rem,9.897610921501707,sleep
0,Ca_EEG3-4,0.25mA,Miniscope,23.0,wake,100.0,wake
1,Ca_EEG3-4,0.25mA,Miniscope,23.0,nrem,0.0,sleep
2,Ca_EEG3-4,0.25mA,Miniscope,23.0,rem,0.0,sleep
0,ms_01,N/A,NoMiniscope,0.0,wake,64.55906821963394,wake
1,ms_01,N/A,NoMiniscope,0.0,nrem,33.61064891846922,sleep
2,ms_01,N/A,NoMiniscope,0.0,rem,1.8302828618968388,sleep
0,ms_01,N/A,NoMiniscope,1.0,nrem,67.22129783693843,sleep
1,ms_01,N/A,NoMiniscope,1.0,wake,27.620632279534107,wake
2,ms_01,N/A,NoMiniscope,1.0,rem,5.158069883527454,sleep
0,ms_01,N/A,NoMiniscope,2.0,nrem,75.54076539101497,sleep
1,ms_01,N/A,NoMiniscope,2.0,wake,18.302828618968388,wake
2,ms_01,N/A,NoMiniscope,2.0,rem,6.156405990016639,sleep
0,ms_01,N/A,NoMiniscope,3.0,nrem,55.74043261231281,sleep
1,ms_01,N/A,NoMiniscope,3.0,wake,39.93344425956739,wake
2,ms_01,N/A,NoMiniscope,3.0,rem,4.326123128119801,sleep
0,ms_01,N/A,NoMiniscope,4.0,nrem,59.900166389351085,sleep
1,ms_01,N/A,NoMiniscope,4.0,wake,36.272878535773714,wake
2,ms_01,N/A,NoMiniscope,4.0,rem,3.826955074875208,sleep
0,ms_01,N/A,NoMiniscope,5.0,nrem,71.54742096505824,sleep
1,ms_01,N/A,NoMiniscope,5.0,wake,22.795341098169715,wake
2,ms_01,N/A,NoMiniscope,5.0,rem,5.657237936772046,sleep
0,ms_01,N/A,NoMiniscope,6.0,nrem,50.41597337770383,sleep
1,ms_01,N/A,NoMiniscope,6.0,wake,41.76372712146423,wake
2,ms_01,N/A,NoMiniscope,6.0,rem,7.820299500831947,sleep
0,ms_01,N/A,NoMiniscope,7.0,nrem,71.8801996672213,sleep
1,ms_01,N/A,NoMiniscope,7.0,wake,23.294509151414307,wake
2,ms_01,N/A,NoMiniscope,7.0,rem,4.825291181364393,sleep
0,ms_01,N/A,NoMiniscope,8.0,nrem,58.56905158069884,sleep
1,ms_01,N/A,NoMiniscope,8.0,wake,34.60898502495841,wake
2,ms_01,N/A,NoMiniscope,8.0,rem,6.821963394342761,sleep
0,ms_01,N/A,NoMiniscope,9.0,wake,55.074875207986686,wake
1,ms_01,N/A,NoMiniscope,9.0,nrem,42.92845257903494,sleep
2,ms_01,N/A,NoMiniscope,9.0,rem,1.9966722129783694,sleep
0,ms_01,N/A,NoMiniscope,10.0,wake,65.3910149750416,wake
1,ms_01,N/A,NoMiniscope,10.0,nrem,32.27953410981697,sleep
2,ms_01,N/A,NoMiniscope,10.0,rem,2.329450915141431,sleep
0,ms_01,N/A,NoMiniscope,11.0,wake,69.21797004991681,wake
1,ms_01,N/A,NoMiniscope,11.0,nrem,27.787021630615637,sleep
2,ms_01,N/A,NoMiniscope,11.0,rem,2.995008319467554,sleep
0,ms_01,N/A,NoMiniscope,12.0,wake,79.36772046589017,wake
1,ms_01,N/A,NoMiniscope,12.0,nrem,19.633943427620633,sleep
2,ms_01,N/A,NoMiniscope,12.0,rem,0.9983361064891847,sleep
0,ms_01,N/A,NoMiniscope,13.0,wake,86.18968386023295,wake
1,ms_01,N/A,NoMiniscope,13.0,nrem,13.311148086522461,sleep
2,ms_01,N/A,NoMiniscope,13.0,rem,0.49916805324459235,sleep
0,ms_01,N/A,NoMiniscope,14.0,wake,88.51913477537437,wake
1,ms_01,N/A,NoMiniscope,14.0,nrem,10.316139767054908,sleep
2,ms_01,N/A,NoMiniscope,14.0,rem,1.1647254575707155,sleep
0,ms_01,N/A,NoMiniscope,15.0,wake,100.0,wake
1,ms_01,N/A,NoMiniscope,15.0,nrem,0.0,sleep
2,ms_01,N/A,NoMiniscope,15.0,rem,0.0,sleep
0,ms_01,N/A,NoMiniscope,16.0,wake,100.0,wake
1,ms_01,N/A,NoMiniscope,16.0,nrem,0.0,sleep
2,ms_01,N/A,NoMiniscope,16.0,rem,0.0,sleep
0,ms_01,N/A,NoMiniscope,17.0,nrem,50.91514143094842,sleep
1,ms_01,N/A,NoMiniscope,17.0,wake,46.92179700499168,wake
2,ms_01,N/A,NoMiniscope,17.0,rem,2.1630615640599005,sleep
0,ms_01,N/A,NoMiniscope,18.0,wake,83.36106489184692,wake
1,ms_01,N/A,NoMiniscope,18.0,nrem,15.640599001663894,sleep
2,ms_01,N/A,NoMiniscope,18.0,rem,0.9983361064891847,sleep
0,ms_01,N/A,NoMiniscope,19.0,wake,86.35607321131448,wake
1,ms_01,N/A,NoMiniscope,19.0,nrem,13.643926788685523,sleep
2,ms_01,N/A,NoMiniscope,19.0,rem,0.0,sleep
0,ms_01,N/A,NoMiniscope,20.0,wake,67.88685524126456,wake
1,ms_01,N/A,NoMiniscope,20.0,nrem,30.782029950083196,sleep
2,ms_01,N/A,NoMiniscope,20.0,rem,1.3311148086522462,sleep
0,ms_01,N/A,NoMiniscope,21.0,wake,86.522462562396,wake
1,ms_01,N/A,NoMiniscope,21.0,nrem,12.81198003327787,sleep
2,ms_01,N/A,NoMiniscope,21.0,rem,0.6655574043261231,sleep
0,ms_01,N/A,NoMiniscope,22.0,wake,68.21963394342761,wake
1,ms_01,N/A,NoMiniscope,22.0,nrem,30.449251247920134,sleep
2,ms_01,N/A,NoMiniscope,22.0,rem,1.3311148086522462,sleep
0,ms_01,N/A,NoMiniscope,23.0,wake,60.06655574043261,wake
1,ms_01,N/A,NoMiniscope,23.0,nrem,35.94009983361065,sleep
2,ms_01,N/A,NoMiniscope,23.0,rem,3.9933444259567388,sleep
0,ms_02,N/A,NoMiniscope,0.0,nrem,62.562396006655575,sleep
1,ms_02,N/A,NoMiniscope,0.0,wake,31.114808652246257,wake
2,ms_02,N/A,NoMiniscope,0.0,rem,6.322795341098169,sleep
0,ms_02,N/A,NoMiniscope,1.0,nrem,67.0549084858569,sleep
1,ms_02,N/A,NoMiniscope,1.0,wake,24.792013311148086,wake
2,ms_02,N/A,NoMiniscope,1.0,rem,8.153078202995008,sleep
0,ms_02,N/A,NoMiniscope,2.0,nrem,65.55740432612312,sleep
1,ms_02,N/A,NoMiniscope,2.0,wake,25.291181364392678,wake
2,ms_02,N/A,NoMiniscope,2.0,rem,9.151414309484194,sleep
0,ms_02,N/A,NoMiniscope,3.0,nrem,57.570715474209656,sleep
1,ms_02,N/A,NoMiniscope,3.0,wake,35.108153078202996,wake
2,ms_02,N/A,NoMiniscope,3.0,rem,7.321131447587355,sleep
0,ms_02,N/A,NoMiniscope,4.0,nrem,64.39267886855241,sleep
1,ms_02,N/A,NoMiniscope,4.0,wake,28.452579034941767,wake
2,ms_02,N/A,NoMiniscope,4.0,rem,7.154742096505824,sleep
0,ms_02,N/A,NoMiniscope,5.0,nrem,62.39600665557404,sleep
1,ms_02,N/A,NoMiniscope,5.0,wake,31.44758735440932,wake
2,ms_02,N/A,NoMiniscope,5.0,rem,6.156405990016639,sleep
0,ms_02,N/A,NoMiniscope,6.0,nrem,79.53410981697171,sleep
1,ms_02,N/A,NoMiniscope,6.0,rem,12.479201331114808,sleep
2,ms_02,N/A,NoMiniscope,6.0,wake,7.9866888519134775,wake
0,ms_02,N/A,NoMiniscope,7.0,wake,70.54908485856906,wake
1,ms_02,N/A,NoMiniscope,7.0,nrem,26.28951747088186,sleep
2,ms_02,N/A,NoMiniscope,7.0,rem,3.1613976705490847,sleep
0,ms_02,N/A,NoMiniscope,8.0,nrem,75.37437603993344,sleep
1,ms_02,N/A,NoMiniscope,8.0,wake,18.96838602329451,wake
2,ms_02,N/A,NoMiniscope,8.0,rem,5.657237936772046,sleep
0,ms_02,N/A,NoMiniscope,9.0,wake,48.25291181364393,wake
1,ms_02,N/A,NoMiniscope,9.0,nrem,45.25790349417637,sleep
2,ms_02,N/A,NoMiniscope,9.0,rem,6.4891846921797,sleep
0,ms_02,N/A,NoMiniscope,10.0,nrem,55.574043261231274,sleep
1,ms_02,N/A,NoMiniscope,10.0,wake,41.76372712146423,wake
2,ms_02,N/A,NoMiniscope,10.0,rem,2.6622296173044924,sleep
0,ms_02,N/A,NoMiniscope,11.0,wake,59.06821963394343,wake
1,ms_02,N/A,NoMiniscope,11.0,nrem,38.935108153078204,sleep
2,ms_02,N/A,NoMiniscope,11.0,rem,1.9966722129783694,sleep
0,ms_02,N/A,NoMiniscope,12.0,wake,95.6738768718802,wake
1,ms_02,N/A,NoMiniscope,12.0,nrem,4.326123128119801,sleep
2,ms_02,N/A,NoMiniscope,12.0,rem,0.0,sleep
0,ms_02,N/A,NoMiniscope,13.0,wake,73.04492512479202,wake
1,ms_02,N/A,NoMiniscope,13.0,nrem,25.79034941763727,sleep
2,ms_02,N/A,NoMiniscope,13.0,rem,1.1647254575707155,sleep
0,ms_02,N/A,NoMiniscope,14.0,wake,48.58569051580699,wake
1,ms_02,N/A,NoMiniscope,14.0,nrem,46.92179700499168,sleep
2,ms_02,N/A,NoMiniscope,14.0,rem,4.492512479201332,sleep
0,ms_02,N/A,NoMiniscope,15.0,wake,87.68718801996673,wake
1,ms_02,N/A,NoMiniscope,15.0,nrem,11.980033277870216,sleep
2,ms_02,N/A,NoMiniscope,15.0,rem,0.33277870216306155,sleep
0,ms_02,N/A,NoMiniscope,16.0,wake,61.39767054908486,wake
1,ms_02,N/A,NoMiniscope,16.0,nrem,37.93677204658902,sleep
2,ms_02,N/A,NoMiniscope,16.0,rem,0.6655574043261231,sleep
0,ms_02,N/A,NoMiniscope,17.0,wake,100.0,wake
1,ms_02,N/A,NoMiniscope,17.0,nrem,0.0,sleep
2,ms_02,N/A,NoMiniscope,17.0,rem,0.0,sleep
0,ms_02,N/A,NoMiniscope,18.0,wake,51.9134775374376,wake
1,ms_02,N/A,NoMiniscope,18.0,nrem,46.58901830282861,sleep
2,ms_02,N/A,NoMiniscope,18.0,rem,1.497504159733777,sleep
0,ms_02,N/A,NoMiniscope,19.0,wake,60.06655574043261,wake
1,ms_02,N/A,NoMiniscope,19.0,nrem,38.10316139767055,sleep
2,ms_02,N/A,NoMiniscope,19.0,rem,1.8302828618968388,sleep
0,ms_02,N/A,NoMiniscope,20.0,wake,60.232945091514146,wake
1,ms_02,N/A,NoMiniscope,20.0,nrem,38.43594009983361,sleep
2,ms_02,N/A,NoMiniscope,20.0,rem,1.3311148086522462,sleep
0,ms_02,N/A,NoMiniscope,21.0,wake,85.35773710482529,wake
1,ms_02,N/A,NoMiniscope,21.0,nrem,14.309484193011649,sleep
2,ms_02,N/A,NoMiniscope,21.0,rem,0.33277870216306155,sleep
0,ms_02,N/A,NoMiniscope,22.0,wake,67.22129783693843,wake
1,ms_02,N/A,NoMiniscope,22.0,nrem,32.61231281198003,sleep
2,ms_02,N/A,NoMiniscope,22.0,rem,0.16638935108153077,sleep
0,ms_02,N/A,NoMiniscope,23.0,wake,62.229617304492514,wake
1,ms_02,N/A,NoMiniscope,23.0,nrem,35.108153078202996,sleep
2,ms_02,N/A,NoMiniscope,23.0,rem,2.6622296173044924,sleep
0,ms_03,N/A,NoMiniscope,0.0,nrem,77.20465890183029,sleep
1,ms_03,N/A,NoMiniscope,0.0,wake,12.645590682196339,wake
2,ms_03,N/A,NoMiniscope,0.0,rem,10.149750415973378,sleep
0,ms_03,N/A,NoMiniscope,1.0,nrem,51.41430948419301,sleep
1,ms_03,N/A,NoMiniscope,1.0,wake,43.59400998336106,wake
2,ms_03,N/A,NoMiniscope,1.0,rem,4.9916805324459235,sleep
0,ms_03,N/A,NoMiniscope,2.0,nrem,69.7171381031614,sleep
1,ms_03,N/A,NoMiniscope,2.0,wake,18.302828618968388,wake
2,ms_03,N/A,NoMiniscope,2.0,rem,11.980033277870216,sleep
0,ms_03,N/A,NoMiniscope,3.0,nrem,61.56405990016639,sleep
1,ms_03,N/A,NoMiniscope,3.0,wake,35.94009983361065,wake
2,ms_03,N/A,NoMiniscope,3.0,rem,2.4958402662229617,sleep
0,ms_03,N/A,NoMiniscope,4.0,nrem,73.21131447587355,sleep
1,ms_03,N/A,NoMiniscope,4.0,wake,14.47587354409318,wake
2,ms_03,N/A,NoMiniscope,4.0,rem,12.312811980033278,sleep
0,ms_03,N/A,NoMiniscope,5.0,wake,59.23460898502496,wake
1,ms_03,N/A,NoMiniscope,5.0,nrem,38.10316139767055,sleep
2,ms_03,N/A,NoMiniscope,5.0,rem,2.6622296173044924,sleep
0,ms_03,N/A,NoMiniscope,6.0,wake,87.35440931780366,wake
1,ms_03,N/A,NoMiniscope,6.0,nrem,12.479201331114808,sleep
2,ms_03,N/A,NoMiniscope,6.0,rem,0.16638935108153077,sleep
0,ms_03,N/A,NoMiniscope,7.0,nrem,77.53743760399334,sleep
1,ms_03,N/A,NoMiniscope,7.0,wake,16.80532445923461,wake
2,ms_03,N/A,NoMiniscope,7.0,rem,5.657237936772046,sleep
0,ms_03,N/A,NoMiniscope,8.0,nrem,62.89517470881864,sleep
1,ms_03,N/A,NoMiniscope,8.0,wake,30.615640599001665,wake
2,ms_03,N/A,NoMiniscope,8.0,rem,6.4891846921797,sleep
0,ms_03,N/A,NoMiniscope,9.0,nrem,63.89351081530782,sleep
1,ms_03,N/A,NoMiniscope,9.0,wake,27.787021630615637,wake
2,ms_03,N/A,NoMiniscope,9.0,rem,8.319467554076539,sleep
0,ms_03,N/A,NoMiniscope,10.0,wake,56.07321131447587,wake
1,ms_03,N/A,NoMiniscope,10.0,nrem,40.432612312811976,sleep
2,ms_03,N/A,NoMiniscope,10.0,rem,3.494176372712146,sleep
0,ms_03,N/A,NoMiniscope,11.0,wake,50.74875207986689,wake
1,ms_03,N/A,NoMiniscope,11.0,nrem,45.25790349417637,sleep
2,ms_03,N/A,NoMiniscope,11.0,rem,3.9933444259567388,sleep
0,ms_03,N/A,NoMiniscope,12.0,wake,100.0,wake
1,ms_03,N/A,NoMiniscope,12.0,nrem,0.0,sleep
2,ms_03,N/A,NoMiniscope,12.0,rem,0.0,sleep
0,ms_03,N/A,NoMiniscope,13.0,wake,100.0,wake
1,ms_03,N/A,NoMiniscope,13.0,nrem,0.0,sleep
2,ms_03,N/A,NoMiniscope,13.0,rem,0.0,sleep
0,ms_03,N/A,NoMiniscope,14.0,wake,78.03660565723793,wake
1,ms_03,N/A,NoMiniscope,14.0,nrem,21.29783693843594,sleep
2,ms_03,N/A,NoMiniscope,14.0,rem,0.6655574043261231,sleep
0,ms_03,N/A,NoMiniscope,15.0,wake,100.0,wake
1,ms_03,N/A,NoMiniscope,15.0,nrem,0.0,sleep
2,ms_03,N/A,NoMiniscope,15.0,rem,0.0,sleep
0,ms_03,N/A,NoMiniscope,16.0,wake,57.07154742096506,wake
1,ms_03,N/A,NoMiniscope,16.0,nrem,40.765391014975044,sleep
2,ms_03,N/A,NoMiniscope,16.0,rem,2.1630615640599005,sleep
0,ms_03,N/A,NoMiniscope,17.0,wake,72.04658901830283,wake
1,ms_03,N/A,NoMiniscope,17.0,nrem,26.28951747088186,sleep
2,ms_03,N/A,NoMiniscope,17.0,rem,1.6638935108153077,sleep
0,ms_03,N/A,NoMiniscope,18.0,wake,76.2063227953411,wake
1,ms_03,N/A,NoMiniscope,18.0,nrem,23.793677204658902,sleep
2,ms_03,N/A,NoMiniscope,18.0,rem,0.0,sleep
0,ms_03,N/A,NoMiniscope,19.0,wake,65.72379367720465,wake
1,ms_03,N/A,NoMiniscope,19.0,nrem,31.94675540765391,sleep
2,ms_03,N/A,NoMiniscope,19.0,rem,2.329450915141431,sleep
0,ms_03,N/A,NoMiniscope,20.0,wake,83.52745424292846,wake
1,ms_03,N/A,NoMiniscope,20.0,nrem,14.975041597337771,sleep
2,ms_03,N/A,NoMiniscope,20.0,rem,1.497504159733777,sleep
0,ms_03,N/A,NoMiniscope,21.0,wake,100.0,wake
1,ms_03,N/A,NoMiniscope,21.0,nrem,0.0,sleep
2,ms_03,N/A,NoMiniscope,21.0,rem,0.0,sleep
0,ms_03,N/A,NoMiniscope,22.0,nrem,68.21963394342761,sleep
1,ms_03,N/A,NoMiniscope,22.0,wake,26.455906821963392,wake
2,ms_03,N/A,NoMiniscope,22.0,rem,5.324459234608985,sleep
0,ms_03,N/A,NoMiniscope,23.0,wake,73.87687188019967,wake
1,ms_03,N/A,NoMiniscope,23.0,nrem,22.961730449251245,sleep
2,ms_03,N/A,NoMiniscope,23.0,rem,3.1613976705490847,sleep
0,ms_04,N/A,NoMiniscope,0.0,wake,77.70382695507487,wake
1,ms_04,N/A,NoMiniscope,0.0,nrem,20.632279534109816,sleep
2,ms_04,N/A,NoMiniscope,0.0,rem,1.6638935108153077,sleep
0,ms_04,N/A,NoMiniscope,1.0,nrem,83.19467554076539,sleep
1,ms_04,N/A,NoMiniscope,1.0,wake,9.816971713810316,wake
2,ms_04,N/A,NoMiniscope,1.0,rem,6.988352745424292,sleep
0,ms_04,N/A,NoMiniscope,2.0,nrem,53.57737104825291,sleep
1,ms_04,N/A,NoMiniscope,2.0,wake,40.765391014975044,wake
2,ms_04,N/A,NoMiniscope,2.0,rem,5.657237936772046,sleep
0,ms_04,N/A,NoMiniscope,3.0,nrem,81.69717138103162,sleep
1,ms_04,N/A,NoMiniscope,3.0,rem,10.316139767054908,sleep
2,ms_04,N/A,NoMiniscope,3.0,wake,7.9866888519134775,wake
0,ms_04,N/A,NoMiniscope,4.0,wake,50.249584026622294,wake
1,ms_04,N/A,NoMiniscope,4.0,nrem,45.59068219633943,sleep
2,ms_04,N/A,NoMiniscope,4.0,rem,4.159733777038269,sleep
0,ms_04,N/A,NoMiniscope,5.0,nrem,78.20299500831946,sleep
1,ms_04,N/A,NoMiniscope,5.0,wake,12.479201331114808,wake
2,ms_04,N/A,NoMiniscope,5.0,rem,9.317803660565724,sleep
0,ms_04,N/A,NoMiniscope,6.0,nrem,70.54908485856906,sleep
1,ms_04,N/A,NoMiniscope,6.0,wake,23.294509151414307,wake
2,ms_04,N/A,NoMiniscope,6.0,rem,6.156405990016639,sleep
0,ms_04,N/A,NoMiniscope,7.0,nrem,73.04492512479202,sleep
1,ms_04,N/A,NoMiniscope,7.0,wake,20.299500831946755,wake
2,ms_04,N/A,NoMiniscope,7.0,rem,6.655574043261231,sleep
0,ms_04,N/A,NoMiniscope,8.0,nrem,49.750415973377706,sleep
1,ms_04,N/A,NoMiniscope,8.0,wake,41.76372712146423,wake
2,ms_04,N/A,NoMiniscope,8.0,rem,8.48585690515807,sleep
0,ms_04,N/A,NoMiniscope,9.0,nrem,48.91846921797005,sleep
1,ms_04,N/A,NoMiniscope,9.0,wake,47.920133111480865,wake
2,ms_04,N/A,NoMiniscope,9.0,rem,3.1613976705490847,sleep
0,ms_04,N/A,NoMiniscope,10.0,wake,57.07154742096506,wake
1,ms_04,N/A,NoMiniscope,10.0,nrem,39.767054908485854,sleep
2,ms_04,N/A,NoMiniscope,10.0,rem,3.1613976705490847,sleep
0,ms_04,N/A,NoMiniscope,11.0,wake,72.04658901830283,wake
1,ms_04,N/A,NoMiniscope,11.0,nrem,26.622296173044923,sleep
2,ms_04,N/A,NoMiniscope,11.0,rem,1.3311148086522462,sleep
0,ms_04,N/A,NoMiniscope,12.0,wake,81.69717138103162,wake
1,ms_04,N/A,NoMiniscope,12.0,nrem,17.470881863560734,sleep
2,ms_04,N/A,NoMiniscope,12.0,rem,0.8319467554076538,sleep
0,ms_04,N/A,NoMiniscope,13.0,wake,82.52911813643927,wake
1,ms_04,N/A,NoMiniscope,13.0,nrem,17.470881863560734,sleep
2,ms_04,N/A,NoMiniscope,13.0,rem,0.0,sleep
0,ms_04,N/A,NoMiniscope,14.0,wake,81.36439267886855,wake
1,ms_04,N/A,NoMiniscope,14.0,nrem,17.637271214642265,sleep
2,ms_04,N/A,NoMiniscope,14.0,rem,0.9983361064891847,sleep
0,ms_04,N/A,NoMiniscope,15.0,wake,87.68718801996673,wake
1,ms_04,N/A,NoMiniscope,15.0,nrem,11.148086522462561,sleep
2,ms_04,N/A,NoMiniscope,15.0,rem,1.1647254575707155,sleep
0,ms_04,N/A,NoMiniscope,16.0,wake,82.86189683860233,wake
1,ms_04,N/A,NoMiniscope,16.0,nrem,16.139767054908486,sleep
2,ms_04,N/A,NoMiniscope,16.0,rem,0.9983361064891847,sleep
0,ms_04,N/A,NoMiniscope,17.0,nrem,80.5324459234609,sleep
1,ms_04,N/A,NoMiniscope,17.0,wake,11.314475873544092,wake
2,ms_04,N/A,NoMiniscope,17.0,rem,8.153078202995008,sleep
0,ms_04,N/A,NoMiniscope,18.0,nrem,61.39767054908486,sleep
1,ms_04,N/A,NoMiniscope,18.0,wake,31.281198003327788,wake
2,ms_04,N/A,NoMiniscope,18.0,rem,7.321131447587355,sleep
0,ms_04,N/A,NoMiniscope,19.0,wake,49.91680532445923,wake
1,ms_04,N/A,NoMiniscope,19.0,nrem,43.261231281198,sleep
2,ms_04,N/A,NoMiniscope,19.0,rem,6.821963394342761,sleep
0,ms_04,N/A,NoMiniscope,20.0,wake,59.40099833610649,wake
1,ms_04,N/A,NoMiniscope,20.0,nrem,38.935108153078204,sleep
2,ms_04,N/A,NoMiniscope,20.0,rem,1.6638935108153077,sleep
0,ms_04,N/A,NoMiniscope,21.0,wake,60.06655574043261,wake
1,ms_04,N/A,NoMiniscope,21.0,nrem,37.93677204658902,sleep
2,ms_04,N/A,NoMiniscope,21.0,rem,1.9966722129783694,sleep
0,ms_04,N/A,NoMiniscope,22.0,wake,99.66722129783693,wake
1,ms_04,N/A,NoMiniscope,22.0,nrem,0.33277870216306155,sleep
2,ms_04,N/A,NoMiniscope,22.0,rem,0.0,sleep
0,ms_04,N/A,NoMiniscope,23.0,wake,82.86189683860233,wake
1,ms_04,N/A,NoMiniscope,23.0,nrem,17.13810316139767,sleep
2,ms_04,N/A,NoMiniscope,23.0,rem,0.0,sleep
